"tree_id","species","height_baseline","height_final"
2,"willow",253,260
10,"fir",49,68
26,"oak",352,363
37,"fir",178,194
38,"willow",211,223
39,"fir",46,66
45,"willow",232,238
46,"fir",329,343
50,"oak",499,510
55,"oak",277,287
57,"fir",116,138
60,"oak",364,370
62,"willow",264,275
81,"oak",513,523
83,"willow",202,213
86,"fir",8,35
98,"fir",111,134
104,"willow",269,263
124,"willow",314,318
125,"fir",-19,-6
127,"willow",266,280
128,"willow",259,268
131,"willow",291,297
132,"oak",383,397
139,"fir",198,224
172,"willow",320,326
183,"fir",353,372
189,"fir",211,229
190,"oak",304,321
203,"willow",269,278
210,"willow",238,242
213,"oak",162,171
215,"willow",228,237
226,"fir",120,140
232,"willow",262,269
272,"oak",311,324
275,"fir",244,267
285,"fir",265,289
296,"oak",326,346
298,"willow",294,301
303,"oak",276,280
312,"willow",243,252
315,"oak",409,405
318,"willow",225,233
323,"willow",296,306
326,"oak",406,418
333,"willow",187,198
335,"fir",290,313
342,"willow",255,265
343,"oak",394,407
344,"willow",248,252
361,"fir",206,215
362,"oak",305,314
363,"fir",186,207
368,"oak",521,516
377,"fir",374,401
383,"oak",73,82
397,"willow",232,243
404,"fir",326,346
406,"oak",322,334
408,"oak",367,378
409,"fir",373,392
412,"fir",33,55
417,"oak",313,331
419,"oak",247,256
429,"willow",285,293
433,"willow",160,165
443,"willow",215,208
449,"willow",207,216
450,"fir",171,189
453,"willow",250,260
477,"oak",297,309
479,"oak",535,552
481,"fir",269,299
485,"willow",255,266
489,"fir",98,120
491,"oak",368,381
494,"fir",132,157
495,"willow",163,175
496,"willow",249,258
499,"willow",171,178
500,"willow",236,243
511,"willow",292,300
518,"oak",323,337
526,"oak",224,231
534,"oak",229,247
552,"oak",184,194
554,"fir",114,132
563,"fir",182,205
572,"fir",261,279
580,"fir",245,263
581,"oak",331,341
588,"willow",153,165
590,"fir",319,331
591,"fir",335,356
595,"fir",181,202
605,"willow",229,242
619,"willow",237,240
630,"oak",251,258
633,"oak",206,223
634,"fir",95,110
636,"oak",211,223
638,"fir",107,133
639,"oak",322,338
643,"oak",360,378
653,"fir",105,125
659,"fir",190,201
662,"oak",295,302
668,"fir",47,64
683,"fir",320,337
686,"willow",204,216
693,"willow",314,320
699,"fir",134,149
707,"oak",261,275
715,"willow",238,248
721,"oak",280,292
723,"willow",296,309
730,"fir",178,197
734,"fir",72,90
736,"fir",107,79
753,"oak",366,383
759,"willow",254,262
761,"oak",335,322
771,"fir",274,297
782,"oak",147,157
783,"oak",423,438
793,"fir",126,143
812,"fir",203,225
814,"oak",282,294
815,"willow",229,244
816,"fir",65,80
818,"fir",337,362
820,"willow",267,273
831,"oak",336,348
851,"willow",238,247
855,"willow",229,238
863,"fir",77,NA
867,"fir",246,261
873,"oak",310,325
874,"oak",333,345
878,"oak",390,403
892,"fir",327,347
904,"fir",-110,-87
908,"oak",284,279
909,"fir",138,163
911,"fir",348,364
912,"fir",335,351
915,"willow",281,285
928,"oak",365,370
931,"oak",259,266
937,"willow",251,258
939,"willow",211,218
949,"fir",104,118
950,"fir",253,278
958,"fir",171,193
964,"willow",269,278
967,"fir",9,33
981,"willow",236,230
984,"willow",230,239
995,"willow",266,279
1000,"oak",288,303
1018,"fir",291,310
1025,"oak",316,309
1041,"willow",256,261
1042,"fir",58,83
1056,"fir",150,170
1060,"willow",242,250
1062,"oak",329,346
1066,"fir",149,173
1069,"fir",134,158
1078,"oak",368,381
1085,"willow",271,276
1087,"willow",319,327
1089,"fir",217,238
1097,"fir",266,294
1101,"willow",184,193
1113,"oak",272,287
1122,"fir",177,202
1125,"oak",443,460
1126,"willow",274,283
1139,"oak",227,237
1142,"oak",228,244
1146,"fir",-13,10
1152,"fir",145,156
1153,"willow",213,225
1154,"oak",412,422
1158,"fir",258,280
1160,"fir",271,298
1162,"fir",119,127
1170,"fir",268,281
1171,"willow",248,256
1173,"willow",248,259
1175,"fir",187,207
1176,"oak",513,530
1178,"fir",152,169
1187,"oak",270,286
1190,"willow",136,145
1197,"willow",198,208
1205,"oak",161,170
1206,"fir",300,325
1207,"fir",426,440
1211,"oak",195,188
1213,"fir",207,224
1227,"oak",434,443
1230,"oak",346,362
1233,"oak",326,341
1253,"willow",164,177
1262,"willow",219,222
1272,"fir",146,163
1273,"willow",180,193
1307,"oak",329,348
1320,"fir",162,194
1325,"willow",293,302
1331,"willow",318,328
1332,"oak",321,332
1334,"willow",250,261
1345,"oak",275,286
1346,"willow",192,201
1348,"fir",70,87
1378,"willow",261,265
1382,"willow",244,252
1420,"willow",271,281
1421,"oak",209,223
1431,"willow",330,336
1433,"fir",46,62
1434,"fir",180,204
1444,"oak",366,373
1446,"fir",316,335
1459,"fir",94,124
1460,"oak",377,393
1467,"willow",210,216
1474,"willow",184,195
1480,"oak",427,438
1495,"oak",371,382
1498,"willow",258,264
1500,"willow",145,153
1505,"willow",291,295
1508,"oak",422,403
1520,"fir",114,138
1539,"fir",249,273
1542,"fir",186,217
1545,"willow",90,96
1561,"fir",348,364
1562,"fir",334,353
